,stock,snp500,industry,oil,cci,bci
0,A,0.3706598097925943,0.10469886534917372,-0.5795180034391894,0.4726358417553783,0.4938045540346916
1,AAL,0.8330185155979682,0.19212773336457958,-0.752323769706464,0.7617159559702051,0.7617701264286403
2,AAP,0.3643247586961819,0.13010292961845846,-0.6330594762424439,0.8679854385926049,0.8633854256943013
3,AAPL,0.5579890341208151,0.193421585969422,-0.05969890244735793,-0.06057246368016505,-0.07294968549162362
4,ABBV,-0.6064070473705674,-0.07105936394040817,0.8348281403334097,-0.6213104790502196,-0.6722276303523872
5,ABC,-0.3444450895942151,-0.04522262788060613,0.8194314180369004,-0.8306370491662273,-0.8502299028486965
6,ABT,0.8429723237927534,0.12091338940741458,-0.8288908287929486,0.8949136571448306,0.8787513327563325
7,ACGL,-0.22136670819943327,-0.15990741824087373,0.6514737087619902,-0.8124499433323248,-0.83469931631957
8,ACN,0.925924671557955,0.2671832274315948,-0.8000552994576493,0.8179476905424907,0.816035718703854
9,ADBE,0.8863173197550468,0.26925335179295246,-0.901144532626883,0.7927981285413347,0.8089918981091898
10,ADI,0.4444451708672876,0.2177530989444344,-0.04074362802502133,-0.19428755632968311,-0.21753346679335417
11,ADM,-0.6547826737290423,0.12716263421404897,0.870627954571989,-0.6034255888124799,-0.6142028143224401
12,ADP,-0.27055174389078024,-0.007243472186639341,0.4536888142253894,-0.4162200588448212,-0.3882440371265803
13,ADSK,0.7288750760314264,0.2262565962600686,-0.8832922828138748,0.7462241494511498,0.776030942336486
14,AEE,-0.009915451621147734,0.17456595725741908,0.07759966691391318,0.13721722502696615,0.11251448956951919
15,AEP,-0.4568002590711129,0.19480726776212667,0.41938308343697844,-0.17381827214356024,-0.19177917757493165
16,AES,-0.2474897616773948,0.03609876742135537,0.20081486336517157,-0.18009927985528526,-0.15220788692844983
17,AFL,-0.23963561658233506,-0.0705280382162846,0.7334427074304315,-0.7372811366319341,-0.7591783613538412
18,AIG,0.23995983568874366,0.17075314509335585,0.16564143150848265,0.1119185499298454,0.0821987124727404
19,AIZ,0.2541480257789639,0.11887574991661057,-0.4941230816917392,0.7306902913859266,0.7325140697436375
20,AJG,-0.29556041844451714,-0.1799246322879391,0.7278822172298202,-0.8767398166236763,-0.8770292084151179
21,AKAM,0.7708770089029873,0.1748142240083945,-0.7367214489436534,0.8982589592374154,0.8936076741728615
22,ALB,-0.2949092416017055,-0.020702156935399715,0.15455290913600458,-0.16401927154259766,-0.11451087349383555
23,ALGN,0.8587515414579492,0.12482560377743994,-0.9306857278576348,0.846009392277701,0.8515286311268693
24,ALK,0.8368995609227293,0.190092414638679,-0.6800853722971921,0.7358232121210573,0.7371495630242552
25,ALL,-0.2919704657069325,0.09091793860073921,0.019805071535652006,0.2089940010156817,0.2178568135930928
26,ALLE,0.8202937416233558,0.22527761128288706,-0.7804080874648422,0.687328490523331,0.6913807623131445
27,AMAT,0.9424578534891233,0.3128929223346466,-0.6245399694860618,0.5500253139200957,0.5261274892619214
28,AMCR,-0.0800902993867783,0.06936131853660094,-0.32760442972149323,0.5242573560185243,0.5236917567792763
29,AMD,0.924563163442748,0.2912556004060608,-0.6901921156298279,0.6509426908488739,0.6320030584663967
30,AME,0.43728721471300275,0.2600038142300867,0.08829363918018225,-0.2743304731407978,-0.2903757132435533
31,AMGN,-0.7186238109400136,-0.06384313960130437,0.7626445346425661,-0.5844814551423196,-0.5902791759047459
32,AMP,0.18214686568820243,0.05111087343878814,0.37586115085891814,-0.40284849665071226,-0.4275424057538255
33,AMT,0.4681952998972146,0.5284164259202218,-0.7938684748610418,0.8580642572103457,0.8748146459428379
34,AMZN,0.8515662613053272,0.29019806567719325,-0.8865354224687038,0.8683143636199759,0.8877686833602275
35,ANET,0.09291721819689777,0.09599509894243229,0.475968102765385,-0.5766152490319937,-0.6077069617402845
36,ANSS,0.9263554458316996,0.3085240624707934,-0.7707002582261042,0.6186678397846119,0.611169039170508
37,AON,0.24333065861461145,-0.02738897368867156,0.29447533039300816,-0.40335860984447564,-0.4152050240478564
38,AOS,0.8929299914938005,0.24787803586982762,-0.567265161627062,0.4736640859050015,0.4408863836943687
39,APA,-0.683542925480914,0.5985299068474915,0.929158498388641,-0.6503278549211249,-0.6782351347271056
40,APD,0.2525942919678846,-0.00514118605136553,0.04525354225907389,-0.21536209012704205,-0.2200201759070108
41,APH,0.5788578077095151,0.2477181001227074,-0.11820955783088392,-0.037234540949538396,-0.04070783892819517
42,APTV,0.8210390358909062,0.3419958411540456,-0.8556408318472938,0.8187643934198651,0.8184725702618084
43,ARE,0.6516442838396166,0.6004538306525502,-0.7695237247543265,0.9295968977530564,0.924419593773391
44,ATO,-0.44257350606625906,0.18017908603576077,0.8168169037650472,-0.7281120132714023,-0.7604633450716681
45,ATVI,-0.11739192106325722,-0.08811557518306325,0.2842846678986842,-0.3644988589756502,-0.358049046722617
46,AVB,0.7811688710106107,0.6098798010875816,-0.7503198977148734,0.9005282240050098,0.892424967325337
47,AVGO,0.34384675181750773,0.15897712019856586,0.24024966351642824,-0.3633347524858038,-0.3910615592635039
48,AVY,0.6397753427568795,0.04835002725967009,-0.8059134643760684,0.6853418187976589,0.7137317152080745
49,AWK,0.7438716964088441,-0.07597533221453233,-0.8525481920825441,0.8096206977101844,0.8189328346212231
50,AXON,0.20296051016681402,0.2057459204918355,0.03028982609385663,-0.3033579956019473,-0.3050608791469028
51,AXP,0.7107275452160884,0.201227623368353,-0.3123758898339839,0.45743228241023204,0.4188033079232606
52,AZO,-0.5251425058608661,-0.18698626784536246,0.8607343969749043,-0.9289195415762019,-0.947361803841064
53,BA,0.6780607456350102,0.27115467051257486,-0.39065574548387005,0.18702725019760635,0.17581983816358054
54,BAC,0.66679665642985,0.28425357522589795,-0.7115308910015342,0.89242751470371,0.8882945947851428
55,BALL,0.7751580491345921,0.11231808051317878,-0.8583944360816759,0.9767787449089431,0.9651341785020416
56,BAX,0.5921573267849419,0.07012021216847851,-0.7532942195836378,0.9539569769964547,0.951400691528487
57,BBWI,0.7967803541563447,0.3261671969693099,-0.8415799891436312,0.8571302260558915,0.8580954341932552
58,BBY,0.8177553079915895,0.3281739719744027,-0.8242104876156399,0.8466818665108029,0.8480324449352965
59,BDX,0.3309258112571003,0.04398934298065806,0.09449866181075428,-0.015357335009291205,-0.04796368384509331
60,BEN,0.796058910168054,0.25148240882429473,-0.678935580922455,0.6432848779956284,0.626252330044144
61,BF-B,0.24456244470684838,-0.04099086688162941,-0.42727687295830896,0.3827598213657983,0.4362190023605992
62,BG,-0.11897064355159556,0.14353679313004605,0.5766343282073496,-0.1762396897231062,-0.23003986035076204
63,BIIB,0.07745084825432022,0.05846509138997645,-0.09219759841763131,-0.23099577526831172,-0.19855977981565814
64,BIO,0.6999369820505508,0.10577349329258705,-0.9375563761297865,0.9304659591976108,0.9371288725243022
65,BK,0.7741168650112304,0.27824520371606387,-0.7175099746308315,0.782646991434103,0.7600860218105991
66,BKNG,0.55812621226526,0.22834845893849837,-0.10618965879664995,-0.03597606599115575,-0.07073491102723133
67,BKR,-0.11823605451130445,0.4007909025093583,0.5973644916745391,-0.30060165482908535,-0.35984538428905105
68,BLK,0.8190696388347829,0.2492229574758245,-0.8200874184744619,0.7389339173877962,0.7507021433855109
69,BMY,-0.7562622041098758,-0.08181237489347647,0.6867461004637614,-0.45398428334929347,-0.4697199538014559
70,BR,0.7349184563703434,0.1626789089655095,-0.7576735206359546,0.550170184715623,0.5983630656955072
71,BRK-B,0.21989759929234975,-0.013959595609771096,0.42110857439802307,-0.2949288388671837,-0.343889209002388
72,BRO,0.5958843141323993,0.08635864230653842,-0.15497962937703694,0.20145726044771292,0.19671953872651238
73,BSX,0.16687903549241162,0.04051676829758571,0.25978588047279516,-0.49772375946458636,-0.5086783121238139
74,BWA,0.5040427733277307,0.24039574328705124,-0.11015973594987996,-0.08822290949800612,-0.11270654901752063
75,BXP,0.566828288364288,0.6051236766563396,-0.688092342169472,0.9384505847494188,0.9286419801445371
76,C,0.7492930830752407,0.25115331033838234,-0.9084294505677228,0.894112357349143,0.9046535418647961
77,CAG,-0.4982332237017893,0.10429988289257125,0.6124773897086531,-0.609291151060974,-0.6381653262041137
78,CAH,-0.3933920333603182,-0.044879024236363384,0.7496293690496314,-0.9232825526907725,-0.9151425216111204
79,CARR,0.854390159487082,0.26432488737477994,-0.7173103417137573,0.5387115116978589,0.5521928604488336
80,CAT,0.062155509045613094,0.17301778177512414,0.44595762291921415,-0.44256200623929465,-0.4798142060533109
81,CB,-0.35945095659277543,-0.00015078690087249962,0.6923831539409755,-0.3843045630513514,-0.43600832765766573
82,CBOE,0.29695023611420807,-0.053150925940874394,-0.019402902815420803,-0.347685202808504,-0.3287358010203394
83,CBRE,0.8630193442412332,0.5456896250027691,-0.7989328336658864,0.8388846813874996,0.830239864010885
84,CCI,0.43815593704366296,0.5730239603000716,-0.6994206617080789,0.8842698943846607,0.8781693663868992
85,CCL,0.8969007466345373,0.32760566429637306,-0.8247978098523273,0.8374158909479906,0.8400288277328098
86,CDAY,0.7153557535390609,0.2350236259908532,-0.8221375979138994,0.6850992532479323,0.7096186683035683
87,CDNS,0.13610247265334613,0.12608028144505867,0.25854019385046134,-0.5685421722721202,-0.5687888061380836
88,CDW,0.5063168163281445,0.20698557942051904,-0.3641538880686102,0.23297773169726946,0.21709243953261567
89,CE,0.7948098370383805,0.12242589064701133,-0.7907709404329292,0.9307477531819244,0.9063837151188177
90,CEG,-0.6358024447803419,0.10880830946150874,0.8671939604461448,-0.9663211769501313,-0.9480655065966512
91,CF,-0.6576034329124948,0.014820595439908617,0.7460512155622294,-0.4590379040135226,-0.46118358411777177
92,CFG,0.4662744333458877,0.2771843503206488,-0.5525825876823527,0.7932657421387982,0.7785516366721029
93,CHD,0.6204338124342967,0.09028051722745989,-0.22312336310089478,0.3232521248129311,0.2653978230816893
94,CHRW,-0.15610254430862996,-0.10293786391897154,0.25951912037831754,-0.0747417943581871,-0.09957951140849129
95,CHTR,0.7258324102401038,0.4978423988032024,-0.9302304270010083,0.9489930054125452,0.9600240938741588
96,CI,-0.7672894756562836,-0.09226194635814203,0.887909585994063,-0.8551895973099845,-0.8474848218954265
97,CINF,0.43016952562513106,0.18939325756375522,-0.40929582167506984,0.703000134847964,0.6486179605284964
98,CL,0.4904514775444085,0.07593468937497552,-0.38461574665177817,0.4239353659229191,0.40075357794591104
99,CLX,0.7147737906049436,-0.03999346391947484,-0.6510439441438638,0.4137613661063757,0.40792467190831705
100,CMA,0.29498896863203045,0.226517151842772,-0.4432436330608522,0.7430987315198504,0.7376426932893679
101,CMCSA,0.8388979712221464,0.5098575750425488,-0.9051087343793918,0.8677077435061614,0.867892363814104
102,CME,0.6651671205169691,0.20040257030583972,-0.5451851983409227,0.781039396174266,0.7445666787173283
103,CMG,0.48933338990458625,0.19270884243428596,-0.29134329852567586,-0.08240411333855867,-0.04374767603622089
104,CMI,0.05888695599269142,0.18319287103393012,0.13217293431272706,-0.3476126737925503,-0.32346991827358684
105,CMS,0.057693385072392536,0.14141097101763095,-0.06834111829194775,0.3153693647195404,0.2886049615623141
106,CNC,-0.3036147687670623,-0.05933162007621592,0.2856639185384335,0.010386837680916696,0.0060498080675300695
107,CNP,-0.49512049461437924,0.2113974594375955,0.7414057320308808,-0.5943537937470942,-0.6112313121216244
108,COF,0.7986538811835712,0.25750475017546337,-0.8871714614032827,0.9305164407711226,0.935177716404789
109,COO,0.8893061845915684,0.13887595259395677,-0.7232163157661817,0.6694138274359995,0.6507992022642777
110,COP,-0.7209236875823961,0.6085850221001099,0.9753506160251084,-0.8204571528692784,-0.8298681511386807
111,COST,0.35817257555991194,0.10839729574869389,0.1479056985525527,-0.030827531726873674,-0.04942188011520728
112,CPB,-0.754981722268515,0.10473568697186877,0.8193275902455461,-0.8451468691140069,-0.8645832941186198
113,CPRT,0.5451390761273662,0.25029109010503064,-0.18074592016094684,-0.13702078069359513,-0.1310182027168585
114,CPT,0.6702297901039219,0.6222501192511668,-0.7139658903872471,0.9294709399711154,0.914738448851039
115,CRL,0.7217742577526423,0.11696462933088837,-0.916773028245126,0.8900234219815318,0.9061987303034071
116,CRM,0.8733519819161818,0.2752326037777577,-0.854917611117486,0.7196688085155076,0.7327669102449443
117,CSCO,0.922264365406895,0.281938438644701,-0.7577222590490937,0.7350155788469108,0.7167842473477936
118,CSGP,0.36593848180202493,0.20383504598234023,-0.3159713951469059,0.0017427795151145867,0.06365257841386565
119,CSX,0.8582352333150707,0.18034972023749798,-0.4818778893446458,0.6281019103779577,0.6015332591298254
120,CTAS,0.08789934609212467,0.17923900638133852,0.3730740300638251,-0.612573159797935,-0.6047538753671106
121,CTLT,0.5033346983167669,0.05778389591675307,-0.8366825198634552,0.9179412461346983,0.9271859258383628
122,CTRA,-0.6830162745507177,0.5209483064706821,0.7642254702321968,-0.5279367873377039,-0.533248583261429
123,CTSH,0.7608445092304638,0.17557390085448452,-0.66189712791131,0.8747480029827708,0.8444031287214755
124,CTVA,-0.770303141206692,-0.036674110900228825,0.9656553805025779,-0.8489344400886681,-0.8606306737379136
125,CVS,-0.001326024776523009,-0.006296164309451073,-0.10275423113234786,0.4469320804806779,0.4395816163310452
126,CVX,-0.6995812168463734,0.6149560404776377,0.9816568720875565,-0.7881681435634026,-0.8154285727736557
127,CZR,0.8145822140166267,0.3240382447994656,-0.8761846884814577,0.8862270700667958,0.8963433605416691
128,D,0.23293002732667684,0.021939482089770316,-0.49645240952188574,0.7451197641191026,0.7473815549690632
129,DAL,0.7502669272708552,0.23473358790411092,-0.36429107129974125,0.36341236179111086,0.35184862773375625
130,DD,0.7598245348474543,0.10796692940727518,-0.3699600340298135,0.42511857462099784,0.3772196190356329
131,DE,-0.07970672662416416,0.11597938677362093,0.5440884628515712,-0.48525467306792724,-0.5058851460323563
132,DFS,0.8099732294698984,0.2445344004271802,-0.7313419864628734,0.7112074956559247,0.7136350989288641
133,DG,-0.4894414502259773,0.01569929508902367,0.09878425474673765,0.05586330251299239,0.07018921436558487
134,DGX,0.4649584872444913,0.11090237242930111,-0.4103739449355003,0.3602951552955763,0.351906296571082
135,DHI,0.49374691486007677,0.2095765833247721,-0.09059511798409019,-0.2052391239343645,-0.21447300308363726
136,DHR,0.5976798349111033,0.09901323019400775,-0.8554767864530599,0.8303939894716408,0.8603896411071194
137,DIS,0.7212617616423845,0.4957681187412451,-0.9187730317186403,0.9221391637645048,0.937035193745306
138,DLR,0.7611633378070044,0.6037119485999416,-0.8547173279306833,0.9463385427041291,0.9434334008811871
139,DLTR,-0.48684543072400377,0.1548218596536692,0.7707156695229219,-0.5614670777693844,-0.600955950599233
140,DOV,0.8832470840429149,0.22994374238954937,-0.7418545747904114,0.6965187449686436,0.6795339650448254
141,DOW,0.4860510849460736,0.14886864807335054,-0.36192140230474906,0.6267505073985035,0.5740955734749696
142,DPZ,0.7487481669790207,0.28407677951436244,-0.8979439564550845,0.8828838877435283,0.8975152159305135
143,DRI,0.44677513835214844,0.21380024466763947,-0.08397263762278451,-0.1926635094213307,-0.18527721583426557
144,DTE,-0.034492492205864124,0.14090277204608925,-0.04285989729049996,0.29665440062871673,0.29219390917148264
145,DUK,0.09044883979664255,0.10487090027398627,-0.2321914631139419,0.4978816968476793,0.4777637530042145
146,DVA,0.7848895198745902,0.1047205047178608,-0.8066684158059727,0.7922164355786171,0.7998317298731277
147,DVN,-0.7326328515857115,0.5502244519324296,0.8300049110244198,-0.5449075018594415,-0.5563315024598388
148,DXC,0.5401735964587504,0.11390235095387864,-0.7494885100640709,0.8788746897654938,0.8813692268543707
149,DXCM,0.7131244696301016,0.12196794882946274,-0.48645805687350885,0.31403585219468155,0.3279330395940526
150,EA,0.5902169948604308,0.35806896151959444,-0.6693617738571903,0.6054959440092232,0.648743319259974
151,EBAY,0.8090918979206682,0.3230454736078714,-0.9173041075449611,0.8853800222216646,0.8968295588810569
152,ECL,0.8944882111963092,0.05318444028859052,-0.917563553724112,0.7890563696308073,0.801903654933799
153,ED,-0.5844107639600171,0.19018210892109613,0.8462334863167382,-0.7534441179952626,-0.7831620670887397
154,EFX,0.9100836720412548,0.21778960911121634,-0.8445550009703008,0.7555984167799611,0.7557353484247658
155,EG,-0.246781581610866,-0.12783431413522228,0.64843224970403,-0.757217934730527,-0.7937809702022924
156,EIX,-0.009456075258169539,0.15024532293065873,0.502099321514846,-0.46994944930606486,-0.5181388506738812
157,EL,0.6309243978477844,-0.08045701283719636,-0.8338096094416478,0.8856341421335098,0.8765316533276697
158,ELV,-0.6588384851498471,-0.09211868239372518,0.8727988844569983,-0.6140879604029957,-0.6422522734934307
159,EMN,0.7454727088766623,0.1330147376659806,-0.7338217151747758,0.9252956106934243,0.8974751529763156
160,EMR,0.6507295827438729,0.1720865748307113,-0.5644849991440396,0.6301905281813621,0.637712126086094
161,ENPH,-0.5670887938064412,-0.15670125213198607,0.43563440707317225,-0.444135828138349,-0.3962298823919024
162,EOG,-0.6608949981713501,0.6079995730092785,0.9530421828563117,-0.707834309948645,-0.7304491098055506
163,EPAM,0.5647411052634672,0.16581480847543237,-0.855727998489965,0.7703761338178646,0.7997603038653335
164,EQIX,0.870594327288063,0.345597923716136,-0.6876015148660345,0.5327261365463052,0.528791412282715
165,EQR,0.7264043761020863,0.6170975787427804,-0.7517151707997527,0.9206169561390005,0.914894596682132
166,EQT,-0.7141269704673076,0.5228077775390682,0.8006010549951739,-0.7208000687282708,-0.7054346140877096
167,ES,0.21877930046727995,0.0532781885176312,-0.47106556323774923,0.6758262474917615,0.6737427363948013
168,ESS,0.7345773631523974,0.6208785004479688,-0.7904536267782764,0.9471880959112011,0.9420214035572577
169,ETN,0.5095191629940251,0.2711396226062338,-0.05123359338662464,-0.20267660953052863,-0.20303657043230508
170,ETR,-0.18015694936978313,0.15338527428793367,0.06796254023963749,0.19300414949726302,0.18182940986980753
171,ETSY,0.6944988659676525,0.30848669046197263,-0.816635194082223,0.7516519112936012,0.7691767571027921
172,EVRG,0.3018244843777886,0.07319610542171757,-0.4687448391856663,0.6218839332392898,0.6195305169690645
173,EW,0.7873321914106037,0.09571435981783612,-0.8668643432858459,0.9222620009893097,0.9214354716061929
174,EXC,-0.3036819390084417,0.18189017872301202,0.5470179099491709,-0.2605168649634936,-0.3112125627803728
175,EXPD,0.7894452899892673,0.25803295069397747,-0.6132373040350576,0.41630328490969626,0.41703833187276035
176,EXPE,0.7927349839887088,0.27296771610459203,-0.661164833983911,0.8650404591671181,0.8415027300181922
177,EXR,0.5141201334677776,0.5566362930944657,-0.588924809342343,0.7735080228535415,0.7678585589142549
178,F,0.7316919115026215,0.25039636443943775,-0.49907774733689275,0.6345466878392613,0.6156159478684669
179,FANG,-0.5704110620904669,0.5896099432036562,0.932030043820839,-0.6949946440057369,-0.7271136245285352
180,FAST,0.908012499376714,0.222795599325596,-0.5298326830170847,0.5178452623992005,0.4912047723418636
181,FCX,0.4179644093783849,0.12982955544302274,0.12296737070004866,0.12545380180681126,0.0558502888499239
182,FDS,0.27454473122035683,0.10788109292655589,0.020401645534969096,0.028380748931221438,0.02913208839064189
183,FDX,0.8008517338329423,0.18296420192847376,-0.6826790436566067,0.5315807906035516,0.5166459957589774
184,FE,0.09655651842853773,0.14849997640869075,0.24912421592450198,0.0805758331929678,0.022196559979373948
185,FFIV,0.8192226950124316,0.211325814105679,-0.8317135856458353,0.9380372425548013,0.930856352575172
186,FI,0.31017903908431527,-0.049645249293726865,-0.038906973716696255,-0.31579350438392867,-0.3041846675282983
187,FICO,-0.1170506035018923,0.04063301549647149,0.5172449705428591,-0.7499738108172411,-0.7632400783677347
188,FIS,0.5166215928119752,0.2156656782852297,-0.8326770907794422,0.9352668875228657,0.9500475626361778
189,FITB,0.5173754726051287,0.26995477357430886,-0.5940584922719375,0.8550423001794213,0.8426021143704066
190,FLT,0.7594540575859882,0.13666067443613011,-0.6473311396119735,0.6196818821068154,0.6208727252661518
191,FMC,-0.44733031031780546,0.06562516291937867,0.7100826213193653,-0.397689181892483,-0.4552038224764133
192,FOX,0.7813052388115344,0.47375266041651065,-0.69504017603772,0.8301192902042319,0.8149307222562983
193,FOXA,0.7643993000684365,0.46799344101787743,-0.6862522834475335,0.8269995409297951,0.8083131615251077
194,FRT,0.7449142125403828,0.5956456366411833,-0.6892329481826992,0.8812206181832744,0.8601923920453971
195,FSLR,-0.2627407921010554,0.006142218595952689,0.5332997684300158,-0.795039445420236,-0.7891703771647878
196,FTNT,0.6990923314585666,0.2437866769215179,-0.30348069645145187,0.16377777050740952,0.1451156930607606
197,FTV,0.7071845721504306,0.26139165116513974,-0.555696167026977,0.305461045776905,0.3314225713169947
198,GD,-0.65012908381166,-0.12918493779264686,0.8306698659147674,-0.5691101210989656,-0.5818322765970686
199,GE,0.4727239003048589,0.24329266682220174,-0.041528389819148984,-0.19793152667083933,-0.21245522945264908
200,GEHC,-0.011172587883737772,-0.008121270436364294,0.37604261818295714,-0.6084537051518919,-0.631315656612985
201,GEN,0.45255587847000844,0.0633212004835391,-0.5983047800312263,0.8516504718525238,0.852794028576533
202,GILD,-0.18495053950410945,0.01979178458472826,0.39001303281140426,-0.5852287366960801,-0.5929520287277964
203,GIS,-0.6334154913628806,0.11178452905682436,0.834649106773883,-0.9238237533951776,-0.9351221532186079
204,GL,-0.515905442737657,-0.10182214962784446,0.7873125065519075,-0.8102540712421595,-0.8266455708301813
205,GLW,0.7257099888668338,0.1982709843827149,-0.7105830688652516,0.7914815784299577,0.7774181779167747
206,GM,0.8102137416484748,0.3269610240900017,-0.8096454261965481,0.8291295820662135,0.8326996435272515
207,GNRC,0.6906498466298511,0.07243512865307901,-0.9223822370547634,0.94727195191075,0.967556877332391
208,GOOG,0.9049046170981697,0.4934847778642583,-0.8732171141042169,0.8498557992885005,0.8549285490529067
209,GOOGL,0.9055586333573817,0.4938754855891308,-0.8711698740303536,0.8516858160620868,0.8561502840879397
210,GPC,-0.5947894281561854,-0.18211741923105285,0.7959207114538106,-0.9149994781803436,-0.9079820434156415
211,GPN,0.5979392190009946,0.21877723245361708,-0.8436495120753871,0.8793196430830568,0.8978319635872798
212,GRMN,0.7653544124076175,0.30507774365208556,-0.9295609798102736,0.8252144085980595,0.8410284805220456
213,GS,0.6243506195301852,0.23033707466409303,-0.6615700154242017,0.5577360808728408,0.5823891656343528
214,GWW,-0.1844244558119091,0.09900534464307907,0.6500663194477895,-0.8251658870453751,-0.8391969592303001
215,HAL,-0.4971555394492153,0.564547070996438,0.8824533818637847,-0.6001665512888404,-0.6466572882336261
216,HAS,0.6260633214366373,0.19999687467123797,-0.8165008644250951,0.9472358817575306,0.9514801240371399
217,HBAN,0.35200012751011783,0.2651688543334727,-0.49266656306586404,0.6779507508305482,0.6854996488630192
218,HCA,0.5328454241863456,0.09403568451383348,-0.05025247579220703,-0.10776735104565092,-0.1270227408158351
219,HD,0.793764474695133,0.3184285746705806,-0.6574045777478632,0.6812573987294793,0.6703061283314398
220,HES,-0.657509852931401,0.5703286592538549,0.9557346318103062,-0.9404174701737177,-0.9530549690778033
221,HIG,0.10362113439133498,0.09439513574659514,0.33261307543035845,-0.19971180089615992,-0.23330417447045237
222,HII,-0.6914950812434373,-0.10020893692295169,0.7074023743499461,-0.7227651326449158,-0.6746144140323077
223,HLT,0.5788686418684267,0.2085449739253122,0.04407545253671578,0.10105602197171153,0.05102223962690249
224,HOLX,0.1852105245754973,0.06532414231488473,0.1579004734620954,-0.291190835452034,-0.33361930878750634
225,HON,0.5490792485083847,0.21528068875992518,-0.49082909853378415,0.37466621687189894,0.398768944118761
226,HPE,0.483655882256505,0.16040089492380538,0.10361967693988904,0.0570774467475962,0.004176280302872547
227,HPQ,0.4706647316555311,0.09354053303274339,-0.17648857119107417,0.4891879843086572,0.4280402551696681
228,HRL,-0.07012367682235177,0.07528637917374913,0.03589195183885782,0.3224785236699832,0.30702266533220934
229,HSIC,0.13947547873489088,0.05098603603962242,0.25433218309749117,0.031547136512744864,-0.03548685003627606
230,HST,-0.0379315221263216,0.1785747325111522,0.3539969085260941,0.04882300567089776,0.022739768255562738
231,HSY,-0.5323591243474971,0.12096217993721582,0.8311192250159974,-0.9086953954086514,-0.9274281880802828
232,HUM,-0.7197939970554407,-0.08265193839327478,0.761535156754612,-0.8306383655412778,-0.819324652307782
233,HWM,-0.1763529295193972,0.09877527353767689,0.6362877450475172,-0.803325479219385,-0.8165866522374802
234,IBM,-0.3415394464682392,-0.1093663512624099,0.41190664486164696,-0.3120900499544846,-0.3145231672860271
235,ICE,0.9291396403626838,0.252409147403412,-0.663891454614332,0.7374801533059495,0.7210655230899052
236,IDXX,0.8519035178890926,0.14072472435288422,-0.7758626429800659,0.6427290433093221,0.643749162172776
237,IEX,0.19425748223240008,0.17489364847474614,-0.10382097161873739,-0.08177629579172728,-0.0671139343455302
238,IFF,0.5676149761327519,0.10662852171448178,-0.8067135640719456,0.9501482369576367,0.9473742815969255
239,ILMN,0.7504226533220716,0.11992157246339298,-0.8986824576351915,0.9142138086216174,0.9217462219893641
240,INCY,-0.42241372555275236,-0.0027962205554367403,0.26791729989824575,-0.060320591912385674,-0.09425590880974476
241,INTC,0.7852339728001639,0.19058744901758534,-0.8699463033380745,0.9682198588949477,0.9613647190681371
242,INTU,0.8918617602897246,0.2753019230636346,-0.8698697316111766,0.7743660999819431,0.7847757784085381
243,INVH,0.7725435295802342,0.5946788269443409,-0.8099224462433611,0.8964784033656242,0.8970285372679401
244,IP,0.5546601920025556,0.10170562907400338,-0.8204436433050741,0.9353098013476376,0.9355716457915113
245,IPG,0.6861542111645519,0.2825930889356272,-0.31519204140306056,0.20500516753804765,0.1726230529340532
246,IQV,0.8236566430871948,0.12019776262868646,-0.8246752670075856,0.8178915282536507,0.8223927292966152
247,IR,0.5178626116717483,0.26331210402607724,-0.05696986044428589,-0.17641162169087538,-0.18589933531182315
248,IRM,-0.15646582967563236,-0.29152494303267684,0.6664671075940207,-0.6891305802477375,-0.7059856965235072
249,ISRG,0.8759513899579657,0.13478202960780644,-0.6555291376737719,0.48201500655259566,0.4928863866533001
250,IT,0.2562398702644565,0.1542527785339451,0.13052068104350195,-0.3473209262940435,-0.32905439991999624
